Date,Region,Department,Type,Permis,MisesEnChantier,SurfacePermis,SurfaceChantiers
2025-05-01,France,France,Maison Individuelle Groupée,3479,2434,305987,205261
2025-05-01,France,France,Maison Individuelle Pure,6926,4933,786203,591785
2025-06-01,France,France,Logement Collectif,18255,11161,1143715,712493
2025-06-01,France,France,Logement en Résidence,5857,4284,261345,165957
2025-06-01,France,France,Maison Individuelle Groupée,4293,2662,364824,241183
2025-06-01,France,France,Maison Individuelle Pure,7032,5072,799673,596158
2025-07-01,France,France,Logement Collectif,16917,10970,1060198,696830
2025-07-01,France,France,Logement en Résidence,4554,2708,192590,116907
2025-07-01,France,France,Maison Individuelle Groupée,3824,2717,322376,229986
2025-07-01,France,France,Maison Individuelle Pure,7350,5274,831360,618503
2025-08-01,France,France,Logement Collectif,16246,8983,1012190,576031
2025-08-01,France,France,Logement en Résidence,2798,2666,143943,118978
2025-08-01,France,France,Maison Individuelle Groupée,3474,2605,300725,214749
2025-08-01,France,France,Maison Individuelle Pure,7302,5004,821582,573782
2025-09-01,France,France,Logement Collectif,15163,10317,955627,668099
2025-09-01,France,France,Logement en Résidence,5833,3183,263629,134681
2025-09-01,France,France,Maison Individuelle Groupée,3522,2484,310862,220487
2025-09-01,France,France,Maison Individuelle Pure,7539,5483,860487,638252
2025-10-01,France,France,Logement Collectif,14222,11440,865055,744409
2025-10-01,France,France,Logement en Résidence,4693,3500,203187,172022
2025-10-01,France,France,Maison Individuelle Groupée,3468,2795,301398,243114
2025-10-01,France,France,Maison Individuelle Pure,7576,5551,856022,635112
2025-11-01,France,France,Logement Collectif,13871,11164,871406,700131
2025-11-01,France,France,Logement en Résidence,4187,3311,177426,153054
2025-11-01,France,France,Maison Individuelle Groupée,3580,2573,310914,228324
2025-11-01,France,France,Maison Individuelle Pure,7681,5630,857537,644647
2025-12-01,France,France,Logement Collectif,14747,11499,896486,724544
2025-12-01,France,France,Logement en Résidence,4640,5789,208017,254500
2025-12-01,France,France,Maison Individuelle Groupée,3463,3144,304743,269865
2025-12-01,France,France,Maison Individuelle Pure,7932,6000,886510,671588
2026-01-01,France,France,Logement Collectif,15335,13325,949810,839513
2026-01-01,France,France,Logement en Résidence,3945,3401,190977,134421
2026-01-01,France,France,Maison Individuelle Groupée,3593,2960,312786,258195
2026-01-01,France,France,Maison Individuelle Pure,8253,5969,910005,687648
2026-02-01,France,France,Logement Collectif,14432,12507,901604,761478
2026-02-01,France,France,Logement en Résidence,3640,1938,161278,101667
2026-02-01,France,France,Maison Individuelle Groupée,3451,2793,283332,245404
2026-02-01,France,France,Maison Individuelle Pure,8129,6086,828235,709045
2026-03-01,France,France,Logement Collectif,19752,14037,1226290,878426
2026-03-01,France,France,Logement en Résidence,6770,5717,299435,265543
2026-03-01,France,France,Maison Individuelle Groupée,3547,2885,298320,251426
2026-03-01,France,France,Maison Individuelle Pure,8523,6610,869371,746275
2026-04-01,France,France,Logement Collectif,11983,12434,750504,780948
2026-04-01,France,France,Logement en Résidence,3845,3926,164733,177332
2026-04-01,France,France,Maison Individuelle Groupée,3197,3060,258802,271376
2026-04-01,France,France,Maison Individuelle Pure,8272,6877,827234,788032
2026-05-01,France,France,Logement Collectif,14373,12335,862739,764027
2026-05-01,France,France,Logement en Résidence,5428,3465,258141,166364
2026-05-01,France,France,Maison Individuelle Groupée,3442,2799,288441,242489
2026-05-01,France,France,Maison Individuelle Pure,8911,6803,898034,769871
2026-06-01,France,France,Logement Collectif,13875,12517,859009,785803
2026-06-01,France,France,Logement en Résidence,4571,2961,235018,137485
2026-06-01,France,France,Maison Individuelle Groupée,3304,2653,269200,233240
2026-06-01,France,France,Maison Individuelle Pure,8588,7275,865801,830646
2026-07-01,France,France,Logement Collectif,13867,13903,846126,898601
2026-07-01,France,France,Logement en Résidence,3811,3276,191493,169552
2026-07-01,France,France,Maison Individuelle Groupée,3503,3386,289094,300962
2026-07-01,France,France,Maison Individuelle Pure,8396,7112,840486,781136
